;NAME;;PSRJ;;P0;;;P1;;;DIST;EDOT;BSURF_I;
;;;;;(s);;;;;;(kpc);(ergs/s);(G);
185;J0447-04;kkl+15;J0447-04;kkl+15;2.18819;2.0e-05;kkl+15;*;0;*;0.675;*;*;
186;J0448-2749;lml+98;J0448-2749;lml+98;0.4504483308563;1.7e-12;hlk+04;1.48347E-16;1.9e-20;hlk+04;1.809;6.4e+31;*;
187;J0449-7031;mfl+06;J0449-7031;mfl+06;0.479163971291;1.4e-11;mfl+06;3.371E-15;4.0e-18;mfl+06;49.700;1.2e+33;*;
188;B0447-12;mlt+78;J0450-1248;mlt+78;0.4380141493906;8.0e-13;hlk+04;1.02649E-16;6.0e-21;hlk+04;1.774;4.8e+31;*;
189;J0451-67;mfl+06;J0451-67;mfl+06;0.24545429;7.0e-08;mfl+06;0E-15;2.0e-15;mfl+06;49.700;*;*;
190;B0450-18;vlw69;J0452-1759;vlw69;0.548939223294;3.0e-12;hlk+04;5.753107E-15;1.6e-20;hlk+04;0.400;1.4e+33;1.80e+12;
191;J0453+1559;dsm+13;J0453+1559;dsm+13;0.0457818168729515;3.3e-15;msf+15;1.8612E-19;8.0e-23;msf+15;0.522;7.7e+31;2.92e+09;
192;J0454+4529;mhl+18;J0454+4529;mhl+18;1.3891369360;4.0e-10;tbc+20;4.888E-15;2.0e-18;tbc+20;0.765;7.2e+31;*;
193;B0450+55;dth78;J0454+5543;dth78;0.340729436235;1.0e-11;hlk+04;2.37227E-15;7.0e-20;hlk+04;1.180;2.4e+33;9.09e+11;
194;B0456-69;mmh+91;J0455-6951;mmh+91;0.320422711526;1.2e-11;ckm+01;1.02119E-14;1.5e-18;ckm+01;49.700;1.2e+34;*;
195;J0456-69;rcl+13;J0456-69;rcl+13;0.117073051;1.5e-08;rcl+13;*;0;*;49.700;*;*;
196;J0456-7031;mfl+06;J0456-7031;mfl+06;0.80013207321;1.0e-10;mfl+06;36.70E-15;3.0e-17;mfl+06;49.700;2.8e+33;*;
197;J0457+23;dsm+13;J0457+23;dsm+13;0.5049;0;dsm+13;*;0;*;1.517;*;*;
198;J0457-6337;mfl+06;J0457-6337;mfl+06;2.49701169613;1.9e-10;mfl+06;0.21E-15;3.0e-17;mfl+06;1.333;5.3e+29;*;
199;J0457-69;rcl+13;J0457-69;rcl+13;0.231390388;7.3e-08;rcl+13;*;0;*;49.700;*;*;
200;J0458-0505;lbr+13;J0458-0505;lbr+13;1.88347965849;1.8e-10;lbr+13;5.3E-16;1.5e-16;lbr+13;1.938;3.1e+30;*;
201;J0458-67;rcl+13;J0458-67;rcl+13;1.1339000;1.8e-06;rcl+13;*;0;*;49.700;*;*;
202;J0459-0210;mld+96;J0459-0210;mld+96;1.133076123659;6.0e-12;hlk+04;1.39825E-15;6.0e-20;hlk+04;0.160;3.8e+31;*;
203;J0501+4516;gwk08;J0501+4516;gwk08;5.76209653;4.0e-08;gwk+10;5.82E-12;3.0e-14;gwk+10;2.200;1.2e+33;*;
204;B0458+46;dth78;J0502+4654;dth78;0.638565481517;3.0e-12;hlk+04;5.582339E-15;1.7e-20;hlk+04;1.319;8.5e+32;1.91e+12;
205;B0502-66;mmh+91;J0502-6617;mmh+91;0.69125141818;4.0e-11;ckm+01;2.3090E-14;6.0e-18;ckm+01;49.700;2.8e+33;*;
206;J0506+50;qpl+19;J0506+50;qpl+19;0.00339;0;fermi21;*;0;*;1.383;*;*;
207;J0509+0856;mgf+19;J0509+0856;mgf+19;0.0040558382315644;5.0e-16;mgf+19;4.412E-21;1.2e-23;mgf+19;0.817;2.6e+33;1.29e+08;
208;J0509+3801;slr+14;J0509+3801;slr+14;0.07654134872199;1.2e-13;lsk+18;7.931E-18;3.0e-21;lsk+18;1.562;7.0e+32;*;
209;J0511-6508;mfl+06;J0511-6508;mfl+06;0.322061827468;8.0e-12;mfl+06;0.206E-15;4.0e-18;mfl+06;0.818;2.4e+32;*;
210;J0514-4002A;fgri04;J0514-4002A;fgri04;0.004990575114112;3.0e-15;rfgr19;7.0E-22;1.3e-22;rfgr19;12.100;2.2e+32;-nan;
211;J0514-4408;bcm+16;J0514-4408;bcm+16;0.3202708224090;7.0e-13;brs+19;2.042031E-15;1.1e-20;brs+19;0.966;2.5e+33;*;
212;J0517+2212;cha03;J0517+2212;cha03;0.2223665151982;7.0e-13;bfrs18;1.16047E-17;1.5e-21;bfrs18;0.159;4.2e+31;*;
213;J0518+5125;scb+19;J0518+5125;scb+19;0.912511685262;8.0e-12;mbc+20;1.91E-16;1.0e-18;mbc+20;1.337;9.9e+30;*;
214;J0518+5416;slr+14;J0518+5416;slr+14;0.340202651600;6.0e-12;lsk+18;1.676E-15;4.0e-18;lsk+18;1.434;1.7e+33;*;
215;J0519+44;hrk+08;J0519+44;hrk+08;0.515;0;hrk+08;*;0;*;1.421;*;*;
216;J0519-6932;mfl+06;J0519-6932;mfl+06;0.263211634568;3.0e-12;mfl+06;0.6968E-15;5.0e-19;mfl+06;49.700;1.5e+33;*;
217;J0520-2553;lml+98;J0520-2553;lml+98;0.2416421756731;7.0e-13;hlk+04;3.0092E-17;9.0e-21;hlk+04;2.379;8.4e+31;*;
218;J0521-68;rcl+13;J0521-68;rcl+13;0.43342070;3.0e-07;rcl+13;*;0;*;49.700;*;*;
219;J0522-6847;mfl+06;J0522-6847;mfl+06;0.67453190906;3.0e-11;mfl+06;17.727E-15;1.4e-17;mfl+06;49.700;2.3e+33;*;
220;B0523+11;mlt+78;J0525+1115;mlt+78;0.35443759451370;1.3e-13;hlk+04;7.36052E-17;6.0e-22;hlk+04;1.841;6.5e+31;1.62e+11;
221;J0525-6607;mgi+79;J0525-6607;mgi+79;8.0470;2.0e-04;kkm+03;6.5E-11;5.0e-12;kkm+03;*;4.9e+33;*;
222;B0525+21;sr68;J0528+2200;sr68;3.74553925030;3.0e-11;ywml10;4.00530E-14;1.5e-18;ywml10;1.215;3.0e+31;1.24e+13;
223;J0529-0715;clh+20;J0529-0715;clh+20;0.689223601359;9.0e-12;clh+20;5.755E-16;9.0e-19;clh+20;7.002;6.9e+31;*;
224;B0529-66;mhah83;J0529-6652;mhah83;0.975736826742;2.0e-11;lbs+20;1.54735E-14;4.0e-19;lbs+20;49.700;6.6e+32;*;
225;J0530-39;mss+20;J0530-39;mss+20;0.907;0.0e+00;mss+20;*;0;*;25.000;*;*;
226;J0532-6639;mfl+06;J0532-6639;mfl+06;0.64274275093;3.0e-11;mfl+06;5.354E-15;1.3e-17;mfl+06;49.700;8.0e+32;*;
227;J0532-69;rcl+13;J0532-69;rcl+13;1.1491957;1.4e-06;rcl+13;*;0;*;49.700;*;*;
228;J0533+0402;snt97;J0533+0402;snt97;0.963017825057;1.9e-11;lbs+20;1.6002E-16;8.0e-20;lbs+20;2.172;7.1e+30;*;
229;J0533-4524;ovm+20;J0533-4524;ovm+20;0.157284525096;2.0e-12;ovm+20;2.8024E-16;2.0e-20;ovm+20;1.239;2.8e+33;*;
230;J0533+6759;san16;J0533+6759;san16;0.0043881599698083;9.0e-16;san16;12.61E-21;9.0e-23;san16;2.392;5.9e+33;*;
231;J0534-13;mss+20;J0534-13;mss+20;0.979;0.0e+00;mss+20;*;0;*;6.226;*;*;
232;B0531+21;sr68;J0534+2200;sr68;0.0333924123;1.2e-09;ljg+15;4.20972E-13;3.0e-18;ljg+15;2.000;4.5e+38;3.79e+12;
233;J0534+34;ttm18;J0534+34;ttm18;*;0;*;*;0;*;0.403;*;*;
234;J0534-6703;mfl+06;J0534-6703;mfl+06;1.81756503106;1.7e-10;mfl+06;425.05E-15;6.0e-17;mfl+06;49.700;2.8e+33;*;
235;J0535-66;rcl+13;J0535-66;rcl+13;0.210524357;3.0e-08;rcl+13;*;0;*;49.700;*;*;
236;J0535-6935;ckm+01;J0535-6935;ckm+01;0.20051133;2.0e-08;mfl+06;11.5E-15;3.0e-16;mfl+06;49.700;5.6e+34;*;
237;B0538-75;mlt+78;J0536-7543;mlt+78;1.245856132914;8.0e-12;jbv+19;5.777E-16;1.3e-18;jbv+19;0.143;1.2e+31;8.57e+11;
238;J0537-69;rcl+13;J0537-69;rcl+13;0.112613212;2.0e-08;rcl+13;*;0;*;49.700;*;*;
239;J0537-6910;mgz+98;J0537-6910;mgz+98;0.0161222220245;4.0e-13;mgm+04;5.1784338E-14;1.1e-20;mgm+04;49.700;4.9e+38;*;
240;J0538+2817;fcwa95;J0538+2817;fcwa95;0.14315825891177;1.1e-13;klh+03;3.6694515E-15;1.3e-21;klh+03;1.300;4.9e+34;7.33e+11;
241;J0540+3207;cfl+06;J0540+3207;cfl+06;0.5242708632083;5.0e-13;nab+13;0.44811E-15;2.0e-20;nab+13;1.421;1.2e+32;*;
242;B0540-69;shh84;J0540-6919;shh84;0.0505697030222;1.8e-12;fak15;4.789091E-13;3.0e-19;fak15;49.700;1.5e+38;*;
243;J0540-7125;lml+98;J0540-7125;lml+98;1.286014595;3.0e-09;dsb+98;8.2E-16;8.0e-17;dsb+98;0.547;1.5e+31;*;
244;J0542-68;rcl+13;J0542-68;rcl+13;0.42518900;7.2e-07;rcl+13;*;0;*;49.700;*;*;
245;B0540+23;dls72;J0543+2329;dls72;0.2459747688901;1.9e-12;hlk+04;1.5422691E-14;1.9e-20;hlk+04;1.565;4.1e+34;*;
246;J0543-6851;mfl+06;J0543-6851;mfl+06;0.70895418575;6.0e-11;mfl+06;3.94E-15;3.0e-17;mfl+06;49.700;4.4e+32;*;
247;J0544+20;dsm+16;J0544+20;dsm+16;*;0;*;*;0;*;1.283;*;*;
248;J0545-03;kkl+15;J0545-03;kkl+15;1.07393;2.0e-05;kkl+15;*;0;*;2.062;*;*;
249;J0546+2441;clm+05;J0546+2441;clm+05;2.84385038524;6.0e-11;clm+05;7.65E-15;3.0e-17;clm+05;1.517;1.3e+31;*;
250;J0550+09;dsm+16;J0550+09;dsm+16;1.745;0;dsm+16;*;0;*;1.804;*;*;
251;J0554+3107;pga+13;J0554+3107;pga+13;0.464960965736;1.6e-11;pga+13;1.426028E-13;1.1e-18;pga+13;*;5.6e+34;*;
252;J0555+3948;bck+13;J0555+3948;bck+13;1.1469058;2.0e-07;bck+13;*;0;*;1.065;*;*;
253;J0555-7056;mfl+06;J0555-7056;mfl+06;0.82783808575;7.0e-11;mfl+06;5.96E-15;3.0e-17;mfl+06;49.700;4.1e+32;*;
254;J0557+1550;skl+15;J0557+1550;skl+15;0.0025563670767829;6.0e-16;skl+15;7.352E-21;2.0e-23;skl+15;1.834;1.7e+34;*;
255;J0557-2948;kmk+18;J0557-2948;kmk+18;0.0436426389000;3.0e-13;kmk+18;0.000073E-15;5.0e-21;kmk+18;4.272;3.5e+31;*;
256;B0559-57;mlt+78;J0600-5756;mlt+78;2.261364513;3.0e-09;nmc81;2.78E-15;9.0e-17;nmc81;0.553;9.5e+30;*;
257;B0559-05;mlt+78;J0601-0527;mlt+78;0.3959691695432;5.0e-13;hlk+04;1.302098E-15;5.0e-21;hlk+04;2.083;8.3e+32;7.26e+11;
258;J0605+3757;san16;J0605+3757;san16;0.0027279541573939;5.0e-16;san16;4.8E-21;2.0e-22;san16;0.215;9.3e+33;*;
259;J0608+00;dsm+13;J0608+00;dsm+13;1.0762;0;dsm+13;*;0;*;1.311;*;*;
260;J0608+1635;ttk+17;J0608+1635;ttk+17;0.945844752002;3.0e-12;psf+22;13.51042E-15;1.8e-19;psf+22;1.651;6.3e+32;*;
261;J0609+2130;lxf+05;J0609+2130;lxf+05;0.05569801392951;2.0e-14;lxf+05;0.000235E-15;2.0e-21;lxf+05;0.574;5.4e+31;*;
262;J0610-2100;bjd+06;J0610-2100;bjd+06;0.0038613247042986;6.0e-16;bjd+06;0.00001235E-15;6.0e-23;bjd+06;3.259;8.5e+33;6.89e+07;
263;J0611+04;dsm+16;J0611+04;dsm+16;1.67443;0;dsm+16;*;0;*;1.662;*;*;
264;J0611+1436;lsb+17;J0611+1436;lsb+17;0.27032946262;3.0e-11;lsb+17;3.997E-15;3.0e-18;lsb+17;0.807;8.0e+33;*;
265;J0611+30;cnst96;J0611+30;cnst96;1.412090;3.0e-06;cnst96;*;0;*;1.080;*;*;
266;B0609+37;stwd85;J0612+3721;stwd85;0.29798232657184;1.8e-13;hlk+04;5.94681E-17;1.8e-21;hlk+04;0.535;8.9e+31;1.35e+11;
267;J0612+37216;slr+14;J0612+37216;slr+14;0.443871367665;2.0e-11;lsk+18;1.50E-16;1.4e-17;lsk+18;1.083;6.8e+31;*;
268;J0613-0200;lnl+95;J0613-0200;lnl+95;0.003061844088621657;1.0e-17;rsc+21;9.59043E-21;1.8e-25;rsc+21;0.780;1.3e+34;1.68e+08;
269;J0613+3731;cvh+14;J0613+3731;cvh+14;0.61919818110;7.0e-11;cvh+14;3.2448E-15;2.0e-18;cvh+14;0.186;5.4e+32;*;
270;B0611+22;dls72;J0614+2229;dls72;0.33495996611;1.6e-10;hlk+04;5.94494E-14;1.2e-18;hlk+04;3.571;6.2e+34;4.52e+12;
271;J0614-3329;rrc+11;J0614-3329;rrc+11;0.003148669579439;9.0e-15;rrc+11;1.75E-20;7.0e-22;rrc+11;0.630;2.2e+34;2.38e+08;
272;J0614+83;slr+14;J0614+83;slr+14;1.039203;5.1e-05;slr+14;*;0;*;3.699;*;*;
273;J0621+0336;bkl+13;J0621+0336;bkl+13;0.2699540683678;9.0e-13;bkl+13;0.00724E-15;6.0e-20;bkl+13;1.701;1.5e+31;*;
274;J0621+1002;cnst96;J0621+1002;cnst96;0.0288538611940574;1.6e-15;dcl+16;4.730E-20;5.0e-23;dcl+16;0.420;7.8e+31;1.18e+09;
275;J0621+2514;san16;J0621+2514;san16;0.0027217879391872;4.0e-16;san16;24.83E-21;3.0e-23;san16;1.641;4.9e+34;*;
276;J0621-55;kbj+18;J0621-55;kbj+18;*;0;*;*;0;*;0.380;*;*;
277;J0622+3749;pga+12;J0622+3749;pga+12;0.333208231801;6.0e-12;pga+12;2.54237E-14;5.0e-19;pga+12;*;2.7e+34;*;
278;J0623+0340;bkl+13;J0623+0340;bkl+13;0.613759600022;7.0e-12;bkl+13;0.08837E-15;3.0e-20;bkl+13;1.375;1.5e+31;*;
279;B0621-04;mlt+78;J0624-0424;mlt+78;1.0390764758510;1.5e-12;hlk+04;8.30442E-16;1.2e-20;hlk+04;1.938;2.9e+31;*;
280;J0625+10;cnst96;J0625+10;cnst96;0.498397;3.0e-06;cnst96;*;0;*;1.637;*;*;
281;J0627+0649;bkl+13;J0627+0649;bkl+13;0.346522567131;1.3e-11;bkl+13;1.698E-15;3.0e-18;bkl+13;1.794;1.6e+33;*;
282;J0627+0706;cha03;J0627+0706;cha03;0.475884937713;3.0e-12;lbs+20;2.980860E-14;1.2e-19;lbs+20;2.289;1.1e+34;*;
283;J0627+16;dcm+09;J0627+16;dcm+09;2.180;0;dcm+09;*;0;*;1.932;*;*;
284;J0628+0909;cfl+06;J0628+0909;cfl+06;1.241421391299;3.0e-12;nab+13;0.5479E-15;2.0e-19;nab+13;1.771;1.1e+31;*;
285;B0626+24;dth78;J0629+2415;dth78;0.476622836038;4.0e-12;hlk+04;1.99573E-15;3.0e-20;hlk+04;3.125;7.3e+32;9.87e+11;
286;J0630-0046;bkl+13;J0630-0046;bkl+13;0.680574832268;7.0e-12;bkl+13;3.7481E-15;1.9e-18;bkl+13;2.109;4.7e+32;*;
287;J0630+19;dsm+16;J0630+19;dsm+16;1.24855;0;dsm+16;*;0;*;0.982;*;*;
288;B0628-28;lvw69a;J0630-2834;lvw69a;1.24441859615;8.0e-11;hlk+04;7.1229E-15;3.0e-19;hlk+04;0.320;1.5e+32;3.01e+12;
289;J0631+0646;cwp+17;J0631+0646;cwp+17;0.1109789432160;8.0e-13;cwp+17;3.61723E-15;3.0e-20;cwp+17;4.583;1.0e+35;*;
290;J0631+1036;zcwl96;J0631+1036;zcwl96;0.287800021959;9.0e-12;ywml10;1.046741E-13;1.7e-18;ywml10;2.105;1.7e+35;*;
291;J0633+0632;aaa+09c;J0633+0632;aaa+09c;0.29739519058;7.0e-11;rkp+11;7.9592E-14;3.0e-18;rkp+11;1.355;1.2e+35;*;
292;J0633+1746;hh92;J0633+1746;hh92;0.2370994416923;2.0e-12;jh05;1.097087E-14;5.0e-20;jh05;0.190;3.2e+34;1.63e+12;
293;J0633-2015;bjd+06;J0633-2015;bjd+06;3.2532108384;5.0e-10;bjd+06;3.82E-15;8.0e-17;bjd+06;3.676;4.4e+30;*;
294;J0635+0533;cmn+00;J0635+0533;cmn+00;0.033856495;1.2e-08;cmn+00;*;0;*;*;*;*;
295;J0636-23;mss+20;J0636-23;mss+20;0.476;0.0e+00;mss+20;*;0;*;2.815;*;*;
296;J0636-3044;mbc+19;J0636-3044;mbc+19;0.00394576;0;mbc+19;*;0;*;0.715;*;*;
297;J0636-4549;bjd+06;J0636-4549;bjd+06;1.98459736713;4.0e-11;bjd+06;3.1722E-15;2.0e-18;bjd+06;0.383;1.6e+31;*;
298;J0636+5129;slr+14;J0636+5129;slr+14;0.002868952846616078;8.0e-18;aab+21a;3.4483E-21;7.0e-25;aab+21a;0.714;5.8e+33;9.97e+07;
299;J0641+07;ttm+18;J0641+07;ttm+18;*;0;*;*;0;*;1.257;*;*;
300;J0645+5158;slr+14;J0645+5158;slr+14;0.008853496686414667;1.1e-17;aab+21a;4.9211E-21;4.0e-25;aab+21a;1.220;2.8e+32;1.75e+08;
301;J0645+80;slr+14;J0645+80;slr+14;0.657873;2.4e-05;slr+14;*;0;*;5.145;*;*;
302;J0646+0905;bkl+13;J0646+0905;bkl+13;0.90391335651;8.0e-11;lbs+20;7.3609E-16;1.7e-19;lbs+20;2.504;3.9e+31;*;
303;J0646-54;ckr+15;J0646-54;ckr+15;0.00251;0;fermi21;*;0;*;0.367;*;*;
304;J0647+0913;bkl+13;J0647+0913;bkl+13;1.23485362778;3.0e-11;bkl+13;6.421E-15;8.0e-18;bkl+13;2.666;1.3e+32;*;
305;J0648-27;mss+20;J0648-27;mss+20;4.169;0.0e+00;mss+20;*;0;*;9.987;*;*;
306;J0652-0142;bkl+13;J0652-0142;bkl+13;0.924053918109;1.4e-11;bkl+13;0.1525E-15;1.2e-18;bkl+13;2.318;7.6e+30;*;
307;J0653+4706;bph+17a;J0653+4706;bph+17a;0.00475;0;bph+17a;*;0;*;0.913;*;*;
308;B0643+80;dbtb82;J0653+8051;dbtb82;1.2144405115160;2.0e-12;hlk+04;3.798787E-15;1.5e-20;hlk+04;2.348;8.4e+31;2.17e+12;
309;J0656-2228;bjd+06;J0656-2228;bjd+06;1.22475441462;3.0e-11;bjd+06;0.0267E-15;1.7e-18;bjd+06;1.623;5.7e+29;*;
310;J0656-5449;jbo+09;J0656-5449;jbo+09;0.183156898795;2.0e-12;jbo+09;0.03191E-15;9.0e-20;jbo+09;0.372;2.1e+32;*;
311;J0658+0022;bkl+13;J0658+0022;bkl+13;0.563294925255;3.0e-12;bkl+13;9.15201E-15;1.3e-19;bkl+13;2.301;2.0e+33;*;
312;B0656+14;mlt+78;J0659+1414;mlt+78;0.384928623365;3.0e-12;jbv+19;5.494123E-14;1.2e-19;jbv+19;0.288;3.8e+34;4.65e+12;
313;J0659-36;mss+20;J0659-36;mss+20;0.637;0.0e+00;mss+20;*;0;*;3.916;*;*;
314;B0655+64;dth78;J0700+6418;dth78;0.19567094516627;1.6e-13;hlk+04;6.853E-19;1.2e-21;hlk+04;0.413;3.6e+30;1.15e+10;
315;J0702-4956;bcm+16;J0702-4956;bcm+16;0.6659935900;5.0e-10;bcm+16;*;0;*;0.538;*;*;
316;J0709+0458;mgf+19;J0709+0458;mgf+19;0.0344289781774586;1.2e-15;mgf+19;3.8040E-19;4.0e-23;mgf+19;1.203;3.7e+32;3.66e+09;
317;J0709-5923;jbo+09;J0709-5923;jbo+09;0.485268383925;5.0e-12;jbo+09;0.1260E-15;2.0e-19;jbo+09;0.371;4.4e+31;*;
318;J0711+0931;lzb+00;J0711+0931;lzb+00;1.21409049248;1.0e-11;lzb+00;4E-16;1.0e-16;lzb+00;1.168;8.8e+30;*;
319;J0711-6830;bjb+97;J0711-6830;bjb+97;0.005490968507655535;1.9e-17;rsc+21;1.490731E-20;1.9e-25;rsc+21;0.106;3.6e+33;2.83e+08;
320;J0719-2545;bjd+06;J0719-2545;bjd+06;0.974724730631;9.0e-12;bjd+06;7.2819E-15;7.0e-19;bjd+06;9.810;3.1e+32;*;
321;J0720-3125;hmb+97;J0720-3125;hmb+97;8.391115532;2.6e-08;kv05;6.983E-14;2.2e-16;kv05;0.400;4.7e+30;2.45e+13;
322;J0721-2038;bkl+13;J0721-2038;bkl+13;0.01554239497400;8.0e-14;bkl+13;4.4E-20;4.0e-21;bkl+13;2.680;4.6e+32;*;
323;J0725-1635;mld+96;J0725-1635;mld+96;0.4243114031834;1.1e-12;hlk+04;9.2640E-17;1.1e-20;hlk+04;2.778;4.8e+31;*;
324;J0726-2612;bjd+06;J0726-2612;bjd+06;3.4423084877;4.0e-10;bjd+06;293.11E-15;4.0e-17;bjd+06;2.900;2.8e+32;*;
325;J0729-1448;mhl+02;J0729-1448;mhl+02;0.251658714181;1.3e-11;mhl+02;1.132879E-13;4.0e-19;mhl+02;2.681;2.8e+35;*;
326;B0727-18;mlt+78;J0729-1836;mlt+78;0.51016034483;3.0e-11;hlk+04;1.895713E-14;1.9e-19;hlk+04;2.000;5.6e+33;3.15e+12;
327;J0732+2314;mgf+19;J0732+2314;mgf+19;0.004090;0;mgf+19;6.0E-21;4.0e-22;mgf+19;1.151;3.5e+33;*;
328;J0733-2345;lfl+06;J0733-2345;lfl+06;1.79624970117;1.0e-10;lfl+06;5.704E-15;1.0e-17;lfl+06;4.122;3.9e+31;*;
329;J0734-1559;sbd+11;J0734-1559;sbd+11;0.156250;0;sbd+11;1.22e-14;0;sbd+11;*;1.3e+35;*;
330;J0736-6304;bb10;J0736-6304;bb10;4.8628739612;7.0e-10;jcs+17;151.89E-15;2.5e-16;jcs+17;0.104;5.2e+31;*;
331;J0737-2202;mhl+02;J0737-2202;mhl+02;0.320366370454;5.0e-12;mhl+02;5.46883E-15;1.1e-19;mhl+02;3.059;6.6e+33;*;
332;J0737-3039A;bdp+03;J0737-3039A;bdp+03;0.0226993785996239;1.1e-15;ksm+06;1.75993E-18;6.0e-23;ksm+06;1.100;5.9e+33;6.39e+09;
333;J0737-3039B;lbk+04;J0737-3039B;lbk+04;2.77346077007;8.0e-11;ksm+06;8.92E-16;8.0e-18;ksm+06;1.100;1.7e+30;1.59e+12;
334;B0736-40;lvw68;J0738-4042;lvw68;0.3749207359442;1.5e-12;jbv+19;1.37504E-15;6.0e-20;jbv+19;1.600;1.0e+33;7.26e+11;
335;J0738+6904;slr+14;J0738+6904;slr+14;6.8276928022;5.0e-10;lsk+18;2.697E-14;4.0e-17;lsk+18;1.124;3.3e+30;*;
336;J0740+41;slr+14;J0740+41;slr+14;0.0031392150;4.8e-09;slr+14;*;0;*;0.509;*;*;
337;J0740+6620;slr+14;J0740+6620;slr+14;0.002885736411412693;5.0e-18;cfr+20;1.219051E-20;1.7e-25;cfr+20;1.150;2.0e+34;1.04e+08;
338;B0740-28;fss73;J0742-2822;fss73;0.166762291572;2.0e-11;hlk+04;1.682112E-14;1.4e-19;hlk+04;2.000;1.4e+35;1.69e+12;
339;J0742+4334;scb+19;J0742+4334;scb+19;0.606190680037;6.0e-12;mbc+20;3.71E-16;2.0e-18;mbc+20;1.610;6.6e+31;*;
340;J0744-2525;nie+20;J0744-2525;nie+20;0.091996;0;nie+20;9.56e-16;0;nie+20;*;4.8e+34;*;
341;B0743-53;mlt+78;J0745-5353;mlt+78;0.214838505782;5.0e-12;psj+19;2.18686E-15;7.0e-20;psj+19;0.565;8.7e+33;6.93e+11;
342;J0746-4529;bjd+06;J0746-4529;bjd+06;2.79102517845;5.0e-11;bjd+06;16.660E-15;5.0e-18;bjd+06;0.810;3.0e+31;*;
343;J0747+6646;slr+14;J0747+6646;slr+14;0.407700524409;5.0e-12;lsk+18;6.78E-16;4.0e-18;lsk+18;1.865;4.0e+32;*;
344;J0749-4247;mld+96;J0749-4247;mld+96;1.095452157610;1.4e-11;dsb+98;9.770E-16;4.0e-19;dsb+98;0.560;2.9e+31;*;
345;J0750+57;slr+14;J0750+57;slr+14;1.174875;6.5e-05;slr+14;*;0;*;1.604;*;*;
346;J0750-6846;kbj+18;J0750-6846;kbj+18;0.91521580361;7.0e-11;sfj+20;1.096E-16;7.0e-19;sfj+20;0.338;5.6e+30;*;
347;J0751+1807;lzc95;J0751+1807;lzc95;0.00347877083927942;4.0e-17;dcl+16;0.77874E-20;5.0e-25;dcl+16;1.110;7.3e+33;1.47e+08;
348;J0753-0816;mbc+19;J0753-0816;mbc+19;2.09362;0;mbc+19;*;0;*;1.718;*;*;
349;B0751+32;dth78;J0754+3231;dth78;1.442349479143;3.0e-12;hlk+04;1.079865E-15;1.7e-20;hlk+04;1.464;1.4e+31;1.26e+12;
350;B0756-15;mlt+78;J0758-1528;mlt+78;0.6822651758060;1.4e-12;hlk+04;1.618890E-15;1.4e-20;hlk+04;2.710;2.0e+32;1.06e+12;
351;J0758-30;mss+20;J0758-30;mss+20;1.092;0.0e+00;mss+20;*;0;*;0.444;*;*;
352;J0802-5613;nie+20;J0802-5613;nie+20;0.273973;0;nie+20;2.76e-15;0;nie+20;*;5.3e+33;*;
353;J0803-0942;aac+18;J0803-0942;aac+18;0.571256559155;1.4e-11;clh+20;1.1611E-15;1.7e-18;clh+20;0.818;2.5e+32;*;
354;J0803+34;ttm18;J0803+34;ttm18;*;0;*;*;0;*;1.305;*;*;
355;J0804-3647;bkl+13;J0804-3647;bkl+13;2.19198689593;1.5e-10;bkl+13;4.21E-15;3.0e-17;bkl+13;2.916;1.6e+31;*;
356;J0806+08;dsm+13;J0806+08;dsm+13;2.0631;0;dsm+13;*;0;*;1.848;*;*;
357;J0806-4123;hmz+04;J0806-4123;hmz+04;11.37038593;1.2e-07;kk09;5.6E-14;3.0e-14;kk09;*;1.5e+30;*;
358;J0807-5421;bbb+12;J0807-5421;bbb+12;0.52664353143;3.0e-11;bbb+12;0.378E-15;1.0e-18;bbb+12;0.887;1.0e+32;*;
359;J0808-3937;bkl+13;J0808-3937;bkl+13;0.86634928471;3.0e-11;bkl+13;0.401E-15;3.0e-18;bkl+13;2.884;2.4e+31;*;
360;B0808-47;mlt+78;J0809-4753;mlt+78;0.547202118684;3.0e-12;jbv+19;3.0763E-15;3.0e-19;jbv+19;6.488;7.4e+32;1.31e+12;
361;J0811+37;ttk+17;J0811+37;ttk+17;1.2483;0;scb+19;*;0;*;0.355;*;*;
362;J0812-3905;bkl+13;J0812-3905;bkl+13;0.482595929159;4.0e-12;bkl+13;0.0449E-15;1.2e-18;bkl+13;5.860;1.6e+31;*;
363;J0813+22;scb+19;J0813+22;scb+19;0.5314;0;scb+19;*;0;*;2.449;*;*;
364;B0809+74;cp68;J0814+7429;cp68;1.292241446862;3.0e-12;hlk+04;1.68114E-16;1.4e-20;hlk+04;0.432;3.1e+30;4.67e+11;
365;J0815+0939;clm+05;J0815+0939;clm+05;0.64516119106;5.0e-11;clm+05;0.139E-15;6.0e-18;clm+05;2.491;2.0e+31;*;
366;J0815+4611;scb+19;J0815+4611;scb+19;0.4342422517307;2.0e-13;mbc+20;3.9E-18;1.0e-19;mbc+20;0.358;1.9e+30;*;
367;J0818-3049;bkl+13;J0818-3049;bkl+13;0.7637418483;5.0e-10;bkl+13;0.58E-15;2.4e-16;bkl+13;0.422;5.1e+31;*;
368;J0818-3232;bjd+06;J0818-3232;bjd+06;2.161258926939;1.5e-11;bjd+06;0.7534E-15;5.0e-19;bjd+06;0.484;2.9e+30;*;
